1.000000000000000000e+00,2.855300000000000082e+01,7.724099999999999966e+01
2.000000000000000000e+00,3.823199999999999932e+01,-9.019700000000000273e+01
3.000000000000000000e+00,5.023300000000000409e+01,7.941499999999999559e+00
4.000000000000000000e+00,5.101500000000000057e+01,3.265500000000000291e+00
5.000000000000000000e+00,2.133749999999999858e+01,-1.579184999999999945e+02
6.000000000000000000e+00,3.897099999999999653e+01,-9.525499999999999545e+01
8.000000000000000000e+00,3.310900000000000176e+01,-1.118275000000000006e+02
1.000000000000000000e+01,3.607350000000000279e+01,-1.204474999999999909e+02
1.100000000000000000e+01,5.205700000000000216e+01,4.493000000000000327e+00
1.200000000000000000e+01,3.546200000000000330e+01,1.394190000000000111e+02
1.300000000000000000e+01,4.074900000000000233e+01,-7.399099999999999966e+01
1.400000000000000000e+01,3.981199999999999761e+01,-1.050960000000000036e+02
1.500000000000000000e+01,5.162950000000000017e+01,2.045000000000000151e-01
1.600000000000000000e+01,3.645000000000000284e+01,-9.749399999999999977e+01
1.700000000000000000e+01,3.397099999999999653e+01,-1.173499999999999943e+02
1.900000000000000000e+01,4.492699999999999960e+01,-9.310099999999999909e+01
2.000000000000000000e+01,3.562599999999999767e+01,-1.181059999999999945e+02
2.100000000000000000e+01,1.918900000000000006e+01,7.575900000000000034e+01
2.200000000000000000e+01,5.567699999999999960e+01,1.256799999999999962e+01
2.300000000000000000e+01,5.150600000000000023e+01,-5.500000000000000028e-02
2.400000000000000000e+01,3.778699999999999903e+01,-1.223990000000000009e+02
2.700000000000000000e+01,6.020199999999999818e+01,2.515299999999999869e+01
2.800000000000000000e+01,5.380700000000000216e+01,-1.558000000000000052e+00
2.900000000000000000e+01,5.245700000000000074e+01,1.329599999999999937e+01
3.000000000000000000e+01,-3.534700000000000131e+01,1.490879999999999939e+02
3.100000000000000000e+01,3.686849999999999739e+01,-8.580500000000000682e+01
3.200000000000000000e+01,3.992499999999999716e+01,-1.051854999999999905e+02
3.300000000000000000e+01,5.158800000000000097e+01,-1.610000000000000042e-01
3.400000000000000000e+01,4.766499999999999915e+01,-1.171640000000000015e+02
3.500000000000000000e+01,3.266250000000000142e+01,-1.170550000000000068e+02
3.600000000000000000e+01,3.408350000000000080e+01,2.064950000000000330e+01
3.700000000000000000e+01,3.512299999999999756e+01,-8.533199999999999363e+01
3.800000000000000000e+01,4.488250000000000028e+01,3.383000000000000007e+00
3.900000000000000000e+01,5.151200000000000045e+01,-1.355000000000000093e-01
4.000000000000000000e+01,4.198400000000000176e+01,2.821000000000000174e+00
4.100000000000000000e+01,3.534799999999999898e+01,1.395010000000000048e+02
4.200000000000000000e+01,4.959899999999999665e+01,1.814399999999999835e+01
4.300000000000000000e+01,4.761399999999999721e+01,-1.223370000000000033e+02
4.400000000000000000e+01,3.537299999999999756e+01,-1.190180000000000007e+02
4.500000000000000000e+01,4.365200000000000102e+01,-7.936799999999999500e+01
4.600000000000000000e+01,4.235499999999999687e+01,-8.826999999999999602e+01
4.800000000000000000e+01,3.901899999999999835e+01,-7.644100000000000250e+01
4.900000000000000000e+01,4.491599999999999682e+01,-9.310099999999999909e+01
5.000000000000000000e+01,3.411449999999999960e+01,-1.182775000000000034e+02
5.100000000000000000e+01,3.598250000000000171e+01,-8.597100000000000364e+01
5.200000000000000000e+01,3.777400000000000091e+01,-1.224189999999999969e+02
5.300000000000000000e+01,5.931300000000000239e+01,1.808999999999999986e+01
5.400000000000000000e+01,5.268399999999999750e+01,-1.939000000000000057e+00
5.500000000000000000e+01,5.567849999999999966e+01,1.255000000000000071e+01
5.600000000000000000e+01,5.933899999999999864e+01,1.808050000000000068e+01
5.700000000000000000e+01,3.352400000000000091e+01,-1.177069999999999936e+02
5.800000000000000000e+01,3.974900000000000233e+01,-8.575799999999999557e+01
5.900000000000000000e+01,3.432150000000000034e+01,-9.720150000000001000e+01
6.000000000000000000e+01,4.075699999999999790e+01,-7.398499999999999943e+01
6.100000000000000000e+01,4.255599999999999739e+01,-7.153000000000000114e+01
6.200000000000000000e+01,3.881099999999999994e+01,-7.815900000000000603e+01
6.400000000000000000e+01,3.540350000000000108e+01,1.392104999999999961e+02
6.600000000000000000e+01,3.889000000000000057e+01,-7.708400000000000318e+01
6.700000000000000000e+01,4.188499999999999801e+01,-8.778400000000000603e+01
6.800000000000000000e+01,4.087800000000000011e+01,6.860999999999999766e+00
6.900000000000000000e+01,4.240399999999999636e+01,-8.338999999999998636e+00
7.000000000000000000e+01,3.403099999999999881e+01,-2.999999999999999889e-01
7.300000000000000000e+01,3.615300000000000580e+01,-9.228350000000000364e+01
7.400000000000000000e+01,3.313499999999999801e+01,-9.695149999999999579e+01
7.500000000000000000e+01,3.376599999999999824e+01,-8.156499999999999773e+01
7.600000000000000000e+01,4.245950000000000557e+01,-8.793449999999999989e+01
7.700000000000000000e+01,5.347999999999999687e+01,-2.237000000000000099e+00
7.800000000000000000e+01,2.559100000000000108e+01,-1.189329999999999927e+02
7.900000000000000000e+01,4.070400000000000063e+01,-7.401000000000000512e+01
8.000000000000000000e+01,3.590800000000000125e+01,-7.877700000000000102e+01
8.100000000000000000e+01,3.383899999999999864e+01,-8.439499999999999602e+01
8.200000000000000000e+01,4.923850000000000193e+01,-1.230589999999999975e+02
8.300000000000000000e+01,1.464300000000000068e+01,1.210370000000000061e+02
8.400000000000000000e+01,4.178099999999999881e+01,-7.251000000000000512e+01
8.500000000000000000e+01,3.918800000000000239e+01,-7.726699999999999591e+01
8.600000000000000000e+01,3.753600000000000136e+01,-1.219879999999999995e+02
8.700000000000000000e+01,3.476649999999999352e+01,-8.664449999999999363e+01
8.800000000000000000e+01,4.216899999999999693e+01,-7.110999999999999943e+01
8.900000000000000000e+01,3.720749999999999602e+01,-8.284850000000000136e+01
9.100000000000000000e+01,3.565100000000000335e+01,-7.883299999999999841e+01
9.300000000000000000e+01,4.000300000000000011e+01,-9.019799999999999329e+01
9.400000000000000000e+01,4.042399999999999949e+01,-3.708000000000000185e+00
9.500000000000000000e+01,3.377799999999999869e+01,-8.438299999999999557e+01
9.600000000000000000e+01,3.526950000000000074e+01,1.376084999999999923e+02
9.700000000000000000e+01,3.374799999999999756e+01,-8.438400000000000034e+01
9.800000000000000000e+01,3.890949999999999420e+01,-7.704300000000000637e+01
9.900000000000000000e+01,3.474150000000000205e+01,-8.145150000000001000e+01
1.000000000000000000e+02,4.071399999999999864e+01,-7.742900000000000205e+01
1.020000000000000000e+02,5.151200000000000045e+01,-2.059999999999999887e-01
1.030000000000000000e+02,-1.246100000000000030e+01,1.308410000000000082e+02
1.040000000000000000e+02,3.889800000000000324e+01,-7.704099999999999682e+01
1.050000000000000000e+02,4.366549999999999443e+01,-9.326699999999999591e+01
1.080000000000000000e+02,3.577700000000000102e+01,-7.863899999999999579e+01
1.100000000000000000e+02,4.156700000000000017e+01,-8.144199999999999307e+01
1.110000000000000000e+02,3.560699999999999932e+01,1.396689999999999827e+02
1.120000000000000000e+02,4.819350000000000023e+01,-9.459299999999998931e+01
1.140000000000000000e+02,2.976200000000000045e+01,-9.537850000000000250e+01
1.160000000000000000e+02,3.591400000000000148e+01,-7.864900000000000091e+01
1.170000000000000000e+02,4.017799999999999727e+01,-8.690300000000000580e+01
1.180000000000000000e+02,5.089300000000000068e+01,-1.389000000000000012e+00
1.200000000000000000e+02,4.185000000000000142e+01,-8.761199999999999477e+01
1.210000000000000000e+02,3.248300000000000409e+01,-1.761100000000000065e+01
1.220000000000000000e+02,1.927100000000000080e+01,-1.558650000000000091e+02
1.240000000000000000e+02,3.278300000000000125e+01,-9.680599999999999739e+01
1.250000000000000000e+02,4.055100000000000193e+01,-9.092799999999999727e+01
1.260000000000000000e+02,3.574099999999999966e+01,1.398300000000000125e+02
1.270000000000000000e+02,3.777400000000000091e+01,-1.224189999999999969e+02
1.280000000000000000e+02,5.216700000000000159e+01,4.918999999999999595e+00
1.290000000000000000e+02,3.892900000000000205e+01,-7.707099999999999795e+01
1.300000000000000000e+02,-2.749899999999999878e+01,1.511829999999999927e+02
1.310000000000000000e+02,3.963300000000000267e+01,-9.665099999999999625e+01
1.320000000000000000e+02,3.566899999999999693e+01,1.396930000000000121e+02
1.340000000000000000e+02,4.191199999999999903e+01,1.252200000000000024e+01
1.360000000000000000e+02,3.777750000000000341e+01,-1.224074999999999989e+02
1.370000000000000000e+02,4.161999999999999744e+01,-7.376900000000000546e+01
1.380000000000000000e+02,3.712550000000000239e+01,-1.134669999999999987e+02
1.390000000000000000e+02,4.876299999999999812e+01,2.270999999999999908e+00
1.400000000000000000e+02,4.070199999999999818e+01,-8.011899999999999977e+01
