# Id,Lat,Lon
18.000,43.891,6.501
65.000,33.784,-92.500
90.000,51.219,7.769
92.000,37.325,-102.462
107.000,37.428,-81.115
109.000,34.639,-105.264
174.000,39.674,-76.539
302.000,38.339,-84.312
371.000,41.281,-65.729
388.000,34.311,-83.255
406.000,48.288,-5.842
408.000,36.445,-106.757
442.000,22.094,-91.640
493.000,35.683,-107.953
533.000,36.445,-98.084
622.000,38.874,-103.018
626.000,48.329,-103.631
691.000,39.674,-73.475
698.000,48.673,-2.080
788.000,-3.326,99.962
950.000,34.639,-107.953
979.000,33.903,-106.644
1027.000,39.674,-76.539
1110.000,30.830,101.559
1150.000,39.390,-8.841
1225.000,42.802,-65.729
1227.000,41.825,-84.445
1263.000,41.322,-104.892
1323.000,45.006,-110.690
1402.000,36.118,-79.070
1407.000,37.325,-108.438
1444.000,37.943,-98.777
1504.000,48.288,-5.842
1740.000,42.843,-103.018
1868.000,43.152,-91.197
1903.000,40.003,-76.539
1931.000,38.874,-92.467
1967.000,43.705,-109.759
2006.000,23.431,-146.860
2040.000,64.060,17.430
2056.000,40.901,-74.549
2096.000,37.325,-107.016
2227.000,35.521,-73.053
2352.000,-29.608,138.960
2427.000,40.003,-70.287
2569.000,40.003,-70.287
2698.000,35.672,-82.708
2707.000,-22.785,117.531
2715.000,48.831,-5.842
2761.000,39.090,-75.725
2799.000,27.660,-76.007
3018.000,39.839,-92.129
3036.000,49.163,-5.842
3045.000,48.288,-5.842
3048.000,31.800,-90.990
3244.000,39.710,-98.909
3326.000,48.755,-5.842
3388.000,49.838,-5.842
3390.000,36.894,-97.959
3409.000,38.874,-97.628
3438.000,34.639,-107.953
3461.000,42.802,-65.729
3498.000,-23.969,129.497
3508.000,33.903,-106.644
3577.000,35.628,-32.208
3673.000,34.639,-107.953
3810.000,43.935,-70.287
3885.000,31.919,-92.500
3971.000,35.275,129.650
4050.000,35.275,129.650
4065.000,49.289,4.174
4273.000,44.655,7.031
4280.000,49.832,4.174
4309.000,40.901,-85.119
4312.000,45.006,-109.577
4571.000,43.152,-75.725
4593.000,40.470,-80.150
4615.000,57.931,15.771
4693.000,34.639,-105.264
4713.000,49.289,4.174
4722.000,49.890,-2.080
4837.000,35.346,-107.953
4990.000,35.275,129.650
5079.000,30.477,-90.990
5150.000,41.281,-65.729
5242.000,34.639,-107.953
5325.000,37.325,-103.520
5334.000,35.275,129.650
5339.000,16.752,101.395
5460.000,58.293,8.638
5467.000,38.874,-97.628
5490.000,31.919,-92.500
5532.000,38.339,-74.000
5554.000,39.572,-69.368
5567.000,39.763,-104.892
5604.000,50.085,-6.388
5613.000,48.329,-103.631
5617.000,36.153,-23.375
5662.000,37.325,-103.520
5667.000,37.325,-91.303
5715.000,39.497,-69.368
5778.000,58.256,19.459
5976.000,35.139,129.570
6068.000,38.874,-98.777
6098.000,38.668,-73.475
6168.000,40.003,-70.287
6260.000,34.367,-103.390
6295.000,40.961,-65.729
6348.000,30.596,-92.500
6384.000,43.152,-75.725
6406.000,41.825,-75.725
6417.000,37.325,-107.870
6472.000,35.672,-83.486
6483.000,34.040,-84.033
6641.000,38.755,-90.860
6692.000,39.839,-100.225
6738.000,36.326,-90.034
6811.000,45.006,-109.683
6860.000,38.339,-75.592
6865.000,38.874,-97.628
6898.000,57.931,17.430
6903.000,40.901,-85.119
6971.000,36.894,-88.102
6995.000,39.710,-98.909
6999.000,34.639,-107.953
7302.000,34.520,-90.581
7304.000,32.122,-92.971
7317.000,-19.153,-44.715
7390.000,50.085,-6.388
7413.000,35.275,129.650
7417.000,42.802,-90.993
7460.000,30.477,-90.990
7461.000,34.367,-92.500
7466.000,35.672,-79.070
7526.000,35.018,-79.945
7554.000,48.288,-5.842
7788.000,42.802,-92.129
7883.000,35.628,-32.208
8071.000,40.470,-80.150
8079.000,36.445,-91.775
8124.000,47.288,11.925
8188.000,41.825,-72.369
8194.000,43.193,-110.251
8252.000,45.006,-110.845
8295.000,42.802,-78.087
8296.000,-3.326,98.907
8415.000,57.931,15.771
8533.000,34.639,-100.596
8641.000,35.139,130.445
8650.000,49.972,-5.842
8652.000,51.087,4.174
8733.000,37.325,-107.690
8787.000,35.628,-32.208
8790.000,30.268,-79.617
8916.000,35.275,126.109
8941.000,37.325,-107.016
8966.000,27.660,-76.007
9024.000,34.639,-107.953
9050.000,-32.351,133.742
9071.000,39.677,99.163
9197.000,40.003,-72.369
9279.000,39.688,122.227
9283.000,35.139,129.650
9445.000,40.003,-70.287
9801.000,37.325,-104.067
9865.000,51.087,4.174
9868.000,37.325,-108.438
9908.000,57.931,15.771
9912.000,52.360,-4.298
9945.000,59.144,5.134
9981.000,39.504,-74.132
10042.000,37.325,-103.520
10044.000,31.919,-92.500
10114.000,43.193,-92.600
10165.000,38.874,-109.444
10226.000,39.674,-76.539
10264.000,34.639,-107.953
10312.000,40.961,-65.729
10383.000,-1.714,-44.715
10436.000,39.390,-8.841
10693.000,36.326,-91.303
10770.000,57.931,17.430
10832.000,49.505,-5.842
10842.000,38.339,-74.000
10876.000,35.018,-79.945
10905.000,40.989,-109.577
11058.000,42.802,-75.725
11084.000,35.139,129.284
11100.000,39.598,-84.445
11110.000,34.639,-105.264
11114.000,37.325,-91.303
11259.000,38.459,-5.390
11276.000,35.628,-32.208
11278.000,39.644,-86.273
11316.000,49.163,-5.842
11342.000,40.901,-90.993
11532.000,35.139,101.231
11570.000,39.674,-76.539
11584.000,35.275,129.650
11628.000,37.325,-102.193
11657.000,51.087,4.174
11698.000,40.003,-70.287
11706.000,33.784,-92.500
11784.000,35.018,-79.945
11806.000,39.839,-104.892
11808.000,34.639,-107.953
11816.000,35.672,-74.645
11830.000,31.592,-83.255
11865.000,41.281,-85.119
11931.000,34.311,-75.192
12045.000,-26.900,101.870
12126.000,35.275,130.445
12237.000,37.325,-103.520
12312.000,33.903,-106.644
12413.000,37.680,-75.592
12467.000,39.710,-98.909
12492.000,44.655,7.677
12676.000,37.325,-103.520
12694.000,40.470,-72.369
12966.000,39.598,-72.317
12993.000,38.874,-92.467
13036.000,38.602,-105.199
13154.000,38.483,-90.860
13161.000,39.869,-103.018
13166.000,39.598,-80.150
13223.000,40.687,1.101
13243.000,43.152,-90.993
13252.000,40.961,-65.729
